업소명,업종명,서비스대상구분,외국어안내서비스,소재지도로명주소,소재지지번주소,전화번호,객실수,부대시설,주차장보유여부,결제방법,홈페이지주소,주변관광정보,위도,경도,데이터기준일자
산들애,민박,내국인+외국인,없음,경기도 가평군 가평읍 쇠내골길 65-9,경기도 가평군 가평읍 금대리 833-16번지,,3,,,,,,37.75060562,127.5222377,2021-06-09
초코하우스,민박,내국인+외국인,없음,경기도 가평군 가평읍 당목가일길 503,경기도 가평군 가평읍 개곡리 199-1번지 A동,,6,,,,,,37.87243007,127.5650035,2021-06-09
가평장미펜션,민박,내국인+외국인,없음,경기도 가평군 가평읍 석봉로191번길 153,경기도 가평군 가평읍 경반리 113-14번지,,7,,,,,,37.83123087,127.4949204,2021-06-09
피어스와 시애틀,민박,내국인+외국인,없음,경기도 가평군 설악면 자잠로282번길 5,경기도 가평군 설악면 사룡리 179번지,,1,,,,,,37.69866356,127.4905621,2021-06-09
골든몽고겔,민박,내국인+외국인,없음,경기도 가평군 설악면 자잠로282번길 13-3,경기도 가평군 설악면 사룡리 179-4번지,,1,,,,,,37.69841123,127.4911407,2021-06-09
풀꽃펜션,민박,내국인+외국인,없음,경기도 가평군 가평읍 태봉두밀로 236,경기도 가평군 가평읍 하색리 771-5번지,,4,,,,,,37.81343501,127.4694385,2021-06-09
파인넛펜션,민박,내국인+외국인,없음,경기도 가평군 북면 멱골로 398-6,경기도 가평군 북면 목동리 304-3번지,,5,,,,,,37.92275692,127.582638,2021-06-09
속삭임,민박,내국인+외국인,없음,경기도 가평군 가평읍 당목가일길 473-51,경기도 가평군 가평읍 개곡리 291-6번지,,4,,,,,,37.87359448,127.5618094,2021-06-09
강변민박,민박,내국인+외국인,없음,경기도 가평군 청평면 강변로 93-15,경기도 가평군 청평면 청평리 95-15번지 레드폭스민박 A동,,4,,,,,,37.73278982,127.422238,2021-06-09
호명,민박,내국인+외국인,없음,경기도 가평군 북면 막골길 18-172,경기도 가평군 북면 제령리 364-5번지,,1,,,,,,37.90022238,127.5303926,2021-06-09
펜션피아,민박,내국인+외국인,없음,경기도 가평군 상면 깃대봉길 23-14,경기도 가평군 상면 덕현리 162-13번지,,2,,,,,,37.75637937,127.4006096,2021-06-09
골드스타,민박,내국인+외국인,없음,경기도 가평군 가평읍 태봉두밀로 412-2,경기도 가평군 가평읍 두밀리 28-7번지,,2,,,,,,37.81673017,127.4576097,2021-06-09
가평밸리,민박,내국인+외국인,없음,경기도 가평군 가평읍 태봉두밀로406번길 14-31,경기도 가평군 가평읍 두밀리 56-5번지,,2,,,,,,37.81915461,127.4573129,2021-06-09
은하수,민박,내국인+외국인,없음,경기도 가평군 상면 깃대봉길 17-43,경기도 가평군 상면 덕현리 162-60번지,,1,,,,,,37.75487373,127.4001008,2021-06-09
맑은계곡펜션,민박,내국인+외국인,없음,경기도 가평군 가평읍 태봉두밀로406번길 105,경기도 가평군 가평읍 두밀리 70-6번지,,2,,,,,,37.82252339,127.4517433,2021-06-09
만도,민박,내국인+외국인,없음,경기도 가평군 북면 막골길 18-178,경기도 가평군 북면 제령리 364-1번지,,1,,,,,,37.90049278,127.53037999,2021-06-09
401,민박,내국인+외국인,없음,경기도 가평군 청평면 수리재길 240-7,"경기도 가평군 청평면 상천리 641-1번지 (1,2,3동)",,2,,,,,,37.78356046,127.4353244,2021-06-09
탑펜션,민박,내국인+외국인,없음,경기도 가평군 설악면 미사리로 324-96,경기도 가평군 설악면 송산리 179-3번지,,1,,,,,,37.68522954,127.5324596,2021-06-09
둥굴레펜션,민박,내국인+외국인,없음,경기도 가평군 가평읍 경반안로 331,경기도 가평군 가평읍 경반리 560-5번지,,3,,,,,,37.82965039,127.4721819,2021-06-09
praise suite,민박,내국인+외국인,없음,경기도 가평군 청평면 고재길 273,경기도 가평군 청평면 고성리 83번지,,2,,,,,,37.70484621,127.5145211,2021-06-09
해연채펜션,민박,내국인+외국인,없음,경기도 가평군 가평읍 북한강변로 1094,경기도 가평군 가평읍 달전리 50-5번지,,5,,,,,,37.81001159,127.5236642,2021-06-09
맑은물소리,민박,내국인+외국인,없음,경기도 가평군 설악면 가마소길 17-270,경기도 가평군 설악면 천안리 727-6번지,,2,,,,,,37.63506221,127.4729573,2021-06-09
투투펜션,민박,내국인+외국인,없음,경기도 가평군 가평읍 북한강변로 1007-70,경기도 가평군 가평읍 달전리 138-4번지,,4,,,,,,37.80378347,127.5236509,2021-06-09
앙티브펜션,민박,내국인+외국인,없음,경기도 가평군 상면 수목원로 262-34,경기도 가평군 상면 행현리 553-11번지,,4,,,,,,37.75511104,127.358926,2021-06-09
산과들에캠프,민박,내국인+외국인,없음,경기도 가평군 청평면 모꼬지로 19,경기도 가평군 청평면 대성리 586번지,,3,,,,,,37.68052622,127.3753301,2021-06-09
에버그린빌리지,민박,내국인+외국인,없음,경기도 가평군 북면 화악산로 1039-11,경기도 가평군 북면 화악리 834-12번지,,1,,,,,,37.94437511,127.5375013,2021-06-09
가평에프키즈풀빌라,민박,내국인+외국인,없음,경기도 가평군 북면 가화로 2372-54,경기도 가평군 북면 도대리 324-43번지,,2,,,,,,37.95478915,127.478714,2021-06-09
여울목펜션,민박,내국인+외국인,없음,경기도 가평군 상면 수목원로 84-64,경기도 가평군 상면 행현리 39번지,,3,,,,,,37.77071123,127.3651187,2021-06-09
리버스카이,민박,내국인+외국인,없음,경기도 가평군 청평면 호반로 753-24,경기도 가평군 청평면 호명리 340-16번지,,1,,,,,,37.70912439,127.4690844,2021-06-09
로즈웨이,민박,내국인+외국인,없음,경기도 가평군 조종면 현등사길 58,경기도 가평군 조종면 운악리 426-20번지,,4,,,,,,37.86407221,127.3451896,2021-06-09
그린비,민박,내국인+외국인,없음,경기도 가평군 상면 축령로 142-44,경기도 가평군 상면 행현리 155번지,,5,,,,,,37.77644785,127.3609749,2021-06-09
아쿠아마린 온수수영장 펜션,민박,내국인+외국인,없음,경기도 가평군 북면 백둔로 510-34,경기도 가평군 북면 백둔리 456-7번지,,6,,,,,,37.90494929,127.4543058,2021-06-09
등불,민박,내국인+외국인,없음,경기도 가평군 조종면 와곡길 33,경기도 가평군 조종면 운악리 462-15번지,,3,,,,,,37.86633313,127.3511196,2021-06-09
샴피뇽,민박,내국인+외국인,없음,경기도 가평군 상면 축령로70번길 194,경기도 가평군 상면 항사리 403-3번지,,3,,,,,,37.78485565,127.3596758,2021-06-09
강변마루펜션,민박,내국인+외국인,없음,경기도 가평군 북면 가화로 688,경기도 가평군 북면 이곡리 580-3번지,,3,,,,,,37.87244599,127.5218081,2021-06-09
샘물향기,민박,내국인+외국인,없음,경기도 가평군 청평면 수리재길 322-70,경기도 가평군 청평면 상천리 721-4번지,,4,,,,,,37.78955412,127.4350806,2021-06-09
플랫하우스,민박,내국인+외국인,없음,경기도 가평군 북면 백둔로 101,경기도 가평군 북면 백둔리 47-3번지,,3,,,,,,37.89712562,127.4932211,2021-06-09
세라비,민박,내국인+외국인,없음,경기도 가평군 가평읍 북한강변로 326-159,경기도 가평군 가평읍 금대리 55-5번지 (A동),,4,,,,,,37.7592447,127.539894,2021-06-09
나비잠,민박,내국인+외국인,없음,경기도 가평군 북면 가화로 1834,경기도 가평군 북면 도대리 64-9번지 B동,,4,,,,,,37.91787381,127.4971444,2021-06-09
벨로시,민박,내국인+외국인,없음,경기도 가평군 청평면 고재길 67-3,경기도 가평군 청평면 고성리 393-30번지,,2,,,,,,37.71204864,127.5055254,2021-06-09
김스테이B,민박,내국인+외국인,없음,경기도 가평군 조종면 와곡길 173,경기도 가평군 조종면 운악리 278-6번지,,4,,,,,,37.87173641,127.3546675,2021-06-09
파인피노펜션,민박,내국인+외국인,없음,경기도 가평군 설악면 엄소속골길 85-43,경기도 가평군 설악면 엄소리 456-10번지,,1,,,,,,37.64681744,127.4817495,2021-06-09
칼봉산휴양림펜션,민박,내국인+외국인,없음,경기도 가평군 가평읍 경반안로 323-32,경기도 가평군 가평읍 경반리 580번지,,7,,,,,,37.83004688,127.4718181,2021-06-09
더웰니스풀빌라&스파펜션,민박,내국인+외국인,없음,경기도 가평군 북면 꽃넘이길 35,경기도 가평군 북면 제령리 532-3번지,,4,,,,,,37.89544617,127.5275245,2021-06-09
숲속계곡,민박,내국인+외국인,없음,경기도 가평군 청평면 호명리길 91,경기도 가평군 청평면 호명리 166-1번지,,6,,,,,,37.72363434,127.4637564,2021-06-09
귀족,민박,내국인+외국인,없음,경기도 가평군 가평읍 복장포길 46-142,경기도 가평군 가평읍 복장리 212-3번지,,1,,,,,,37.74394685,127.503269,2021-06-09
올라펜션,민박,내국인+외국인,없음,경기도 가평군 가평읍 태봉두밀로 269-51,경기도 가평군 가평읍 두밀리 2-29번지,,6,,,,,,37.81460583,127.4661774,2021-06-09
숲속의하루,민박,내국인+외국인,없음,경기도 가평군 가평읍 용추로 587-29,경기도 가평군 가평읍 승안리 617-3번지,,3,,,,,,37.85908527,127.464611,2021-06-09
들뫼순,민박,내국인+외국인,없음,경기도 가평군 설악면 유명로 625-49,경기도 가평군 설악면 가일리 290-34번지,,3,,,,,,37.60221079,127.4907216,2021-06-09
아마빌레펜션,민박,내국인+외국인,없음,경기도 가평군 북면 가화로 3289-24,경기도 가평군 북면 적목리 564-1번지,,2,,,,,,38.0018672,127.4377756,2021-06-09
가평다온펜션,민박,내국인+외국인,없음,경기도 가평군 가평읍 경반안로 357-187,경기도 가평군 가평읍 경반리 583-34번지,,5,,,,,,37.83116377,127.4688744,2021-06-09
이레펜션,민박,내국인+외국인,없음,경기도 가평군 가평읍 북한강변로 326-58,경기도 가평군 가평읍 금대리 130-11번지,,3,,,,,,37.75578435,127.5376103,2021-06-09
산내천,민박,내국인+외국인,없음,경기도 가평군 북면 막골길 18-164,경기도 가평군 북면 제령리 364-4번지,,1,,,,,,37.90036655,127.5305519,2021-06-09
모닝펠리스,민박,내국인+외국인,없음,경기도 가평군 조종면 대보간선로 529,경기도 가평군 조종면 대보리 92-1번지,,1,,,,,,37.79710336,127.3833241,2021-06-09
글로리아 힐링펜션,민박,내국인+외국인,없음,경기도 가평군 가평읍 상지로 704,경기도 가평군 가평읍 산유리 725-6번지,,1,,,,,,37.75076991,127.4967081,2021-06-09
계곡뜰펜션,민박,내국인+외국인,없음,경기도 가평군 조종면 연인산로 45-140,경기도 가평군 조종면 신하리 426-5번지,,3,,,,,,37.82800625,127.355901,2021-06-09
올리브,민박,내국인+외국인,없음,경기도 가평군 청평면 상지로 127,경기도 가평군 청평면 상천리 1471번지,,1,,,,,,37.76797124,127.465506,2021-06-09
이화촌펜션,민박,내국인+외국인,없음,경기도 가평군 가평읍 경반안로 237-14,경기도 가평군 가평읍 경반리 510-8번지,,3,,,,,,37.82777737,127.4807505,2021-06-09
팔월펜션,민박,내국인+외국인,없음,경기도 가평군 설악면 자잠로282번길 93,경기도 가평군 설악면 사룡리 140-2번지,,1,,,,,,37.70117863,127.4970619,2021-06-09
아다지오,민박,내국인+외국인,없음,경기도 가평군 가평읍 용추로 218,경기도 가평군 가평읍 승안리 285-1번지,,6,,,,,,37.84637243,127.4877245,2021-06-09
해뜨락,민박,내국인+외국인,없음,경기도 가평군 상면 깃대봉길 17-23,경기도 가평군 상면 덕현리 162-40번지,,1,,,,,,37.75568556,127.4008603,2021-06-09
파트라슈,민박,내국인+외국인,없음,경기도 가평군 상면 축령로70번길 59-25,경기도 가평군 상면 행현리 168번지 A동,,5,,,,,,37.77762991,127.3621082,2021-06-09
운암골,민박,내국인+외국인,없음,경기도 가평군 북면 논남기길 506-3,경기도 가평군 북면 적목리 323-1번지,,4,,,,,,37.96864653,127.4111969,2021-06-09
자연속의 휴식공간,민박,내국인+외국인,없음,경기도 가평군 북면 가화로 2555-17,경기도 가평군 북면 도대리 492-6번지,,4,,,,,,37.96418691,127.4667805,2021-06-09
보니또,민박,내국인+외국인,없음,경기도 가평군 북면 가화로 2372-31,경기도 가평군 북면 도대리 324-5번지,,5,,,,,,37.95421209,127.4774507,2021-06-09
아미띠에,민박,내국인+외국인,없음,경기도 가평군 북면 백둔로467번길 36-41,경기도 가평군 북면 백둔리 482-11번지,,6,,,,,,37.9021913,127.4543076,2021-06-09
루체른 펜션,민박,내국인+외국인,없음,경기도 가평군 북면 꽃넘이길 108,경기도 가평군 북면 제령리 556-3번지,,4,,,,,,37.899305,127.5215885,2021-06-09
토마토 펜션,민박,내국인+외국인,없음,경기도 가평군 북면 가화로 3087-10,경기도 가평군 북면 적목리 487-1번지,,4,,,,,,37.98935899,127.4410888,2021-06-09
하늘다리 시즌 2,민박,내국인+외국인,없음,경기도 가평군 북면 백둔로467번길 2-20,경기도 가평군 북면 백둔리 381번지,,5,,,,,,37.9030665,127.4567981,2021-06-09
로데오,민박,내국인+외국인,없음,경기도 가평군 상면 수목원로 286-21,경기도 가평군 상면 행현리 540-2번지,,1,,,,,,37.7544812,127.3598354,2021-06-09
휴플러스3,민박,내국인+외국인,없음,경기도 가평군 북면 용수목길 20,경기도 가평군 북면 적목리 498-1번지,,3,,,,,,37.98809485,127.4366143,2021-06-09
1·2·3·4,민박,내국인+외국인,없음,경기도 가평군 설악면 회곡안골길 78-12,경기도 가평군 설악면 회곡리 637번지,,4,,,,,,37.69824658,127.4473433,2021-06-09
별소네,민박,내국인+외국인,없음,경기도 가평군 설악면 묵안로 607,경기도 가평군 설악면 설곡리 491-2번지,,3,,,,,,37.62613207,127.5144717,2021-06-09
저녁향기,민박,내국인+외국인,없음,경기도 가평군 상면 돌아우길 25-101,경기도 가평군 상면 상동리 85번지,,5,,,,,,37.78661927,127.3238978,2021-06-09
아이리스,민박,내국인+외국인,없음,경기도 가평군 청평면 호명리길 246,경기도 가평군 청평면 호명리 50-1번지,,3,,,,,,37.73529063,127.4712979,2021-06-09
나무 펜션,민박,내국인+외국인,없음,경기도 가평군 청평면 북한강로2246번길 8-109,경기도 가평군 청평면 삼회리 26-1번지,,2,,,,,,37.71175115,127.4075674,2021-06-09
숲속 나들이 펜션,민박,내국인+외국인,없음,경기도 가평군 북면 가화로 1462-37,경기도 가평군 북면 제령리 624-16번지,,5,,,,,,37.89741396,127.5080415,2021-06-09
더설레임,민박,내국인+외국인,없음,경기도 가평군 북면 백둔로 567-40,경기도 가평군 북면 백둔리 603번지 초원의집 A동,,6,,,,,,37.90639736,127.4470816,2021-06-09
오블리비아테,민박,내국인+외국인,없음,경기도 가평군 가평읍 당목가일길 410-68,"경기도 가평군 가평읍 개곡리 382-1번지 (1,2,3동)",,2,,,,,,37.86601708,127.556596,2021-06-09
아트밸리,민박,내국인+외국인,없음,경기도 가평군 북면 백둔로650번길 188,경기도 가평군 북면 백둔리 산17-8번지,,1,,,,,,37.91818305,127.4400761,2021-06-09
연인산테마파크,민박,내국인+외국인,없음,경기도 가평군 북면 백둔로467번길 217,경기도 가평군 북면 백둔리 790번지,,2,,,,,,37.89741671,127.4395015,2021-06-09
알프스,민박,내국인+외국인,없음,경기도 가평군 북면 백둔로650번길 211-1,경기도 가평군 북면 백둔리 716-1번지,,1,,,,,,37.91721856,127.4398721,2021-06-09
몽블랑,민박,내국인+외국인,없음,경기도 가평군 북면 백둔로650번길 211,경기도 가평군 북면 백둔리 716-1번지,,1,,,,,,37.91738076,127.4398151,2021-06-09
아리뜰,민박,내국인+외국인,없음,경기도 가평군 청평면 고재길 67-18,경기도 가평군 청평면 고성리 산52번지,,1,,,,,,37.71214774,127.5063309,2021-06-09
가평향기펜션,민박,내국인+외국인,없음,경기도 가평군 북면 가화로 2670-23,경기도 가평군 북면 적목리 166-2번지 A동,,1,,,,,,37.9713931,127.4543444,2021-06-09
봄꽃,민박,내국인+외국인,없음,경기도 가평군 가평읍 용추로 274,경기도 가평군 가평읍 승안리 314-1번지 동막골 1동,,5,,,,,,37.85019357,127.4841888,2021-06-09
에코랜드,민박,내국인+외국인,없음,경기도 가평군 조종면 현등사길 55-353,경기도 가평군 조종면 운악리 418-76번지,,2,,,,,,37.85877955,127.3437999,2021-06-09
드하미,민박,내국인+외국인,없음,경기도 가평군 청평면 북한강로 1493-52,경기도 가평군 청평면 삼회리 623-5번지,,2,,,,,,37.6530275,127.3764531,2021-06-09
플레이독애견풀빌라,민박,내국인+외국인,없음,경기도 가평군 상면 수목원로 391-25,경기도 가평군 상면 행현리 660-18번지 B동,,5,,,,,,37.74654261,127.3541408,2021-06-09
운악사계절펜션,민박,내국인+외국인,없음,경기도 가평군 조종면 와곡길 93-198,경기도 가평군 조종면 운악리 470-2번지,,4,,,,,,37.86858645,127.3511491,2021-06-09
대성리그린펜션,민박,내국인+외국인,없음,경기도 가평군 청평면 큰갈월로 17-19,경기도 가평군 청평면 대성리 107-4번지,,1,,,,,,37.72202991,127.4008598,2021-06-09
미끌펜션,민박,내국인+외국인,없음,경기도 가평군 북면 백둔로467번길 101,경기도 가평군 북면 백둔리 558번지 A동,,3,,,,,,37.89797103,127.4490553,2021-06-09
오늘하루,민박,내국인+외국인,없음,경기도 가평군 상면 수목원로386번길 17,경기도 가평군 상면 행현리 642-6번지,,5,,,,,,37.74772951,127.3518569,2021-06-09
달믄공감,민박,내국인+외국인,없음,경기도 가평군 설악면 자잠로 122-17,경기도 가평군 설악면 선촌리 109-1번지,,1,,,,,,37.68769453,127.494295,2021-06-09
별천지다온,민박,내국인+외국인,없음,경기도 가평군 상면 녹수계곡로 69-65,경기도 가평군 상면 덕현리 534-12번지,,2,,,,,,37.76972835,127.3908042,2021-06-09
숲속의 공주,민박,내국인+외국인,없음,경기도 가평군 가평읍 복장포길 79-6,경기도 가평군 가평읍 복장리 250-1번지,,4,,,,,,37.73935902,127.5049713,2021-06-09
별이내리는집,민박,내국인+외국인,없음,경기도 가평군 상면 수목원로 31,"경기도 가평군 상면 임초리 429-9번지 (A,B동)",,4,,,,,,37.77106078,127.3714199,2021-06-09
나투라,민박,내국인+외국인,없음,경기도 가평군 가평읍 태봉두밀로406번길 289,경기도 가평군 가평읍 두밀리 428-3번지,,5,,,,,,37.82896845,127.4344211,2021-06-09
모짜르트팬션,민박,내국인+외국인,없음,경기도 가평군 청평면 남이터길 52-18,경기도 가평군 청평면 대성리 430-11번지,,3,,,,,,37.68909437,127.3719925,2021-06-09
아이린,민박,내국인+외국인,없음,경기도 가평군 상면 청군로 652-1,경기도 가평군 상면 임초리 35-7번지,,1,,,,,,37.77234587,127.3762889,2021-06-09
가평힐스,민박,내국인+외국인,없음,경기도 가평군 가평읍 용추로 398-34,경기도 가평군 가평읍 승안리 400번지,,4,,,,,,37.86048613,127.4812309,2021-06-09
플로스민박,민박,내국인+외국인,없음,경기도 가평군 조종면 운악청계로491번길 160,경기도 가평군 조종면 신상리 511번지,,3,,,,,,37.8489778,127.3471421,2021-06-09
엘리제,민박,내국인+외국인,없음,경기도 가평군 청평면 고재길 13-3,경기도 가평군 청평면 고성리 414-18번지,,2,,,,,,37.71520339,127.5033585,2021-06-09
일마레,민박,내국인+외국인,없음,경기도 가평군 북면 가화로 1422-15,경기도 가평군 북면 제령리 633-5번지,,4,,,,,,37.89989234,127.5107034,2021-06-09
라움펜션,민박,내국인+외국인,없음,경기도 가평군 가평읍 태봉두밀로406번길 14-64,경기도 가평군 가평읍 두밀리 17-9번지,,4,,,,,,37.81802858,127.4590406,2021-06-09
봉봉풀빌라,민박,내국인+외국인,없음,경기도 가평군 상면 임초밤안골로 250-1,경기도 가평군 상면 행현리 589번지,,1,,,,,,37.75112373,127.3636558,2021-06-09
캠핑소리251,민박,내국인+외국인,없음,경기도 가평군 설악면 묵안로 350,경기도 가평군 설악면 엄소리 25-1번지,,3,,,,,,37.64094152,127.5114709,2021-06-09
열두달펜션,민박,내국인+외국인,없음,경기도 가평군 북면 멱골로 202-105,경기도 가평군 북면 목동리 541-2번지,,6,,,,,,37.90413496,127.5703776,2021-06-09
숲땅속집,민박,내국인+외국인,없음,경기도 가평군 설악면 전위골길 91,경기도 가평군 설악면 방일리 520-71번지,,1,,,,,,37.6146936,127.4827998,2021-06-09
덕솔이네,민박,내국인+외국인,없음,경기도 가평군 상면 깃대봉길 27,경기도 가평군 상면 덕현리 162-12번지,,4,,,,,,37.75649658,127.4006549,2021-06-09
랑데뷰,민박,내국인+외국인,없음,경기도 가평군 가평읍 호반로 1723-57,경기도 가평군 가평읍 산유리 424-1번지,,3,,,,,,37.74898485,127.5106248,2021-06-09
칼봉산오크밸리펜션,민박,내국인+외국인,없음,경기도 가평군 가평읍 경반안로 335,경기도 가평군 가평읍 경반리 559번지,,3,,,,,,37.82997489,127.472284,2021-06-09
코르크펜션,민박,내국인+외국인,없음,경기도 가평군 상면 청군로 720-23,경기도 가평군 상면 임초리 452-12번지,,6,,,,,,37.77690045,127.3705922,2021-06-09
개댁(Gae Dack),민박,내국인+외국인,없음,경기도 가평군 상면 축령로 276-16,경기도 가평군 상면 행현리 909-6번지,,2,,,,,,37.77422818,127.3446163,2021-06-09
잣나무,민박,내국인+외국인,없음,경기도 가평군 북면 카이저길 75-9,경기도 가평군 북면 이곡리 456-35번지,,1,,,,,,37.87947554,127.5251306,2021-06-09
머무르개,민박,내국인+외국인,없음,경기도 가평군 청평면 큰갈월로1번길 46,경기도 가평군 청평면 대성리 90-24번지,,5,,,,,,37.7198835,127.3993989,2021-06-09
알레그레,민박,내국인+외국인,없음,경기도 가평군 가평읍 호반로 1698-59,경기도 가평군 가평읍 산유리 48-1번지,,4,,,,,,37.7451898,127.5148354,2021-06-09
마이츄키즈풀빌라,민박,내국인+외국인,없음,경기도 가평군 조종면 현등사길 55-329,경기도 가평군 조종면 운악리 418-83번지,,1,,,,,,37.85971741,127.3440732,2021-06-09
백낙제,민박,내국인+외국인,없음,경기도 가평군 북면 백둔로 111-1,경기도 가평군 북면 백둔리 49번지,,2,,,,,,37.89653969,127.4918677,2021-06-09
소소스토리펜션,민박,내국인+외국인,없음,경기도 가평군 가평읍 호반로 1548,경기도 가평군 가평읍 복장리 352-1번지,,2,,,,,,37.73616829,127.5054704,2021-06-09
명지민박,민박,내국인+외국인,없음,경기도 가평군 북면 가화로 2089-22,경기도 가평군 북면 도대리 240-8번지,,2,,,,,,37.93577312,127.4885177,2021-06-09
펜션아로마,민박,내국인+외국인,없음,경기도 가평군 설악면 어비산길 105,경기도 가평군 설악면 가일리 151-4번지,,5,,,,,,37.5982722,127.5034099,2021-06-09
산이랑물이랑,민박,내국인+외국인,없음,경기도 가평군 가평읍 태봉두밀로 228,경기도 가평군 가평읍 하색리 771번지,,6,,,,,,37.81412022,127.4702563,2021-06-09
파인빌펜션,민박,내국인+외국인,없음,경기도 가평군 가평읍 당목가일길 645,경기도 가평군 가평읍 개곡리 147번지,,6,,,,,,37.87819034,127.5783127,2021-06-09
예해든,민박,내국인+외국인,없음,경기도 가평군 조종면 와곡길 3-43,경기도 가평군 조종면 운악리 482번지,,3,,,,,,37.86601351,127.3478573,2021-06-09
안나하우스벨리,민박,내국인+외국인,없음,경기도 가평군 가평읍 당목가일길 724,경기도 가평군 가평읍 개곡리 101-2번지,,1,,,,,,37.87831983,127.5864773,2021-06-09
보람이네,민박,내국인+외국인,없음,경기도 가평군 설악면 유명로 1021-58,경기도 가평군 설악면 천안리 43-4번지,,1,,,,,,37.62914227,127.4832271,2021-06-09
공간,민박,내국인+외국인,없음,경기도 가평군 설악면 자잠로23번길 76-35,경기도 가평군 설악면 선촌리 319-69번지,,1,,,,,,37.68478224,127.4838951,2021-06-09
호명산스카이라운지,민박,내국인+외국인,없음,경기도 가평군 가평읍 상지로 780,경기도 가평군 가평읍 산유리 456번지 2동,,2,,,,,,37.74946303,127.5009081,2021-06-09
단꿈,민박,내국인+외국인,없음,경기도 가평군 가평읍 상지로 695,경기도 가평군 가평읍 산유리 728-10번지,,3,,,,,,37.75104028,127.4957318,2021-06-09
숲속의보아펜션,민박,내국인+외국인,없음,경기도 가평군 조종면 운악청계로490번길 121,경기도 가평군 조종면 운악리 83-8번지 B동,,2,,,,,,37.86306162,127.3663489,2021-06-09
청평하다,민박,내국인+외국인,없음,경기도 가평군 청평면 북한강로 2209,경기도 가평군 청평면 삼회리 82-1번지,,1,,,,,,37.71220567,127.4012019,2021-06-09
상상키즈풀빌라,민박,내국인+외국인,없음,경기도 가평군 상면 임초밤안골로 250-3,경기도 가평군 상면 임초리 산184번지,,4,,,,,,37.75123262,127.3642913,2021-06-09
화이트 벨리,민박,내국인+외국인,없음,경기도 가평군 가평읍 당목가일길 716,경기도 가평군 가평읍 개곡리 106-3번지,,1,,,,,,37.87824801,127.5860792,2021-06-09
하늘그리기,민박,내국인+외국인,없음,경기도 가평군 가평읍 용추로 587-28,경기도 가평군 가평읍 승안리 615번지,,7,,,,,,37.85941875,127.4645767,2021-06-09
종점민박,민박,내국인+외국인,없음,경기도 가평군 북면 가화로 3042,경기도 가평군 북면 적목리 517-1번지,,1,,,,,,37.9866714,127.4377087,2021-06-09
람원,민박,내국인+외국인,없음,경기도 가평군 북면 가화로 2669,경기도 가평군 북면 적목리 145번지,,2,,,,,,37.97022208,127.4560757,2021-06-09
ROWA,민박,내국인+외국인,없음,경기도 가평군 청평면 북한강로 2167,경기도 가평군 청평면 삼회리 95-7번지,,7,,,,,,37.70893224,127.3993343,2021-06-09
아모르미오,민박,내국인+외국인,없음,경기도 가평군 북면 꽃넘이길 65-1,경기도 가평군 북면 제령리 534-17번지,,4,,,,,,37.89711412,127.5251252,2021-06-09
코스모스펜션,민박,내국인+외국인,없음,경기도 가평군 설악면 미사리로 736-48,경기도 가평군 설악면 미사리 470-1번지,,2,,,,,,37.71533934,127.54425999,2021-06-09
메이플 베이(maple bay),민박,내국인+외국인,없음,경기도 가평군 가평읍 북한강변로 900,경기도 가평군 가평읍 이화리 19-1번지,,5,,,,,,37.79743011,127.5183443,2021-06-09
시간이 멈춘마을,민박,내국인+외국인,없음,경기도 가평군 청평면 수리재길 322-79,경기도 가평군 청평면 상천리 715-5번지,,4,,,,,,37.79061707,127.433978,2021-06-09
비시오네,민박,내국인+외국인,없음,경기도 가평군 북면 멱골로 316,경기도 가평군 북면 목동리 318-8번지,,4,,,,,,37.91677496,127.5787176,2021-06-09
늘푸른펜션,민박,내국인+외국인,없음,경기도 가평군 청평면 오리동길 11-20,경기도 가평군 청평면 대성리 461-1번지,,2,,,,,,37.69533141,127.3637581,2021-06-09
휘슬펜션,민박,내국인+외국인,없음,경기도 가평군 조종면 명지산로 513,경기도 가평군 조종면 상판리 143-1번지,,2,,,,,,37.91421915,127.3826615,2021-06-09
하늘마루,민박,내국인+외국인,없음,경기도 가평군 북면 논남기길403번길 69,경기도 가평군 북면 적목리 300-3번지,,2,,,,,,37.96304781,127.4215177,2021-06-09
까사베르디,민박,내국인+외국인,없음,경기도 가평군 북면 멱골로 322,경기도 가평군 북면 목동리 318-7번지,,4,,,,,,37.91700031,127.5786838,2021-06-09
미엔느 펜션,민박,내국인+외국인,없음,경기도 가평군 가평읍 용추로 216,경기도 가평군 가평읍 승안리 285-6번지,,7,,,,,,37.84612908,127.4877473,2021-06-09
아트루,민박,내국인+외국인,없음,경기도 가평군 청평면 호명리길 95-17,경기도 가평군 청평면 호명리 162-10번지,,5,,,,,,37.72422002,127.463166,2021-06-09
써니풀,민박,내국인+외국인,없음,경기도 가평군 청평면 호명리길 95-15,경기도 가평군 청평면 호명리 162-1번지,,5,,,,,,37.72399462,127.4629505,2021-06-09
그랑도랑,민박,내국인+외국인,없음,경기도 가평군 북면 논남기길 187-34,경기도 가평군 북면 적목리 266번지,,4,,,,,,37.96391568,127.4415075,2021-06-09
춘향이와 방자,민박,내국인+외국인,없음,경기도 가평군 북면 멱골로 314,경기도 가평군 북면 목동리 322번지,,6,,,,,,37.91652259,127.5787288,2021-06-09
